Id,Title,Category,Diagram,Interaction,Priority,State,Changed By,Description,Justification,Last Modified
889,Elevation by Changing the Execution Flow in Cargo Management System,Elevation Of Privilege,Cargo Management System,Heartbeat/ Light Spatial Data,High,Not Started,,An attacker may pass data into Cargo Management System in order to change the flow of program execution within Cargo Management System to the attacker's choosing.,,Generated
890,Cargo Management System May be Subject to Elevation of Privilege Using Remote Code Execution,Elevation Of Privilege,Cargo Management System,Heartbeat/ Light Spatial Data,High,Not Started,,LIDAR may be able to remotely execute code for Cargo Management System.,,Generated
891,Elevation Using Impersonation,Elevation Of Privilege,Cargo Management System,Heartbeat/ Light Spatial Data,High,Not Started,,Cargo Management System may be able to impersonate the context of LIDAR in order to gain additional privilege.,,Generated
892,Data Flow Heartbeat/ Light Spatial Data Is Potentially Interrupted,Denial Of Service,Cargo Management System,Heartbeat/ Light Spatial Data,High,Not Started,,An external agent interrupts data flowing across a trust boundary in either direction.,,Generated
893,Potential Process Crash or Stop for Cargo Management System,Denial Of Service,Cargo Management System,Heartbeat/ Light Spatial Data,High,Not Started,,"Cargo Management System crashes, halts, stops or runs slowly; in all cases violating an availability metric.",,Generated
894,Data Flow Sniffing,Information Disclosure,Cargo Management System,Heartbeat/ Light Spatial Data,High,Not Started,,"Data flowing across Heartbeat/ Light Spatial Data may be sniffed by an attacker. Depending on what type of data an attacker can read, it may be used to attack other parts of the system or simply be a disclosure of information leading to compliance violations. Consider encrypting the data flow.",,Generated
895,Potential Data Repudiation by Cargo Management System,Repudiation,Cargo Management System,Heartbeat/ Light Spatial Data,High,Not Started,,"Cargo Management System claims that it did not receive data from a source outside the trust boundary. Consider using logging or auditing to record the source, time, and summary of the received data.",,Generated
896,Potential Lack of Input Validation for Cargo Management System,Tampering,Cargo Management System,Heartbeat/ Light Spatial Data,High,Not Started,,Data flowing across Heartbeat/ Light Spatial Data may be tampered with by an attacker. This may lead to a denial of service attack against Cargo Management System or an elevation of privilege attack against Cargo Management System or an information disclosure by Cargo Management System. Failure to verify that input is as expected is a root cause of a very large number of exploitable issues. Consider all paths and the way they handle data. Verify that all input is verified for correctness using an approved list input validation approach.,,Generated
897,Spoofing the Cargo Management System Process,Spoofing,Cargo Management System,Heartbeat/ Light Spatial Data,High,Not Started,,Cargo Management System may be spoofed by an attacker and this may lead to information disclosure by LIDAR. Consider using a standard authentication mechanism to identify the destination process.,,Generated
898,Spoofing the LIDAR Process,Spoofing,Cargo Management System,Heartbeat/ Light Spatial Data,High,Not Started,,LIDAR may be spoofed by an attacker and this may lead to unauthorized access to Cargo Management System. Consider using a standard authentication mechanism to identify the source process.,,Generated
899,Elevation by Changing the Execution Flow in LIDAR,Elevation Of Privilege,Cargo Management System,Optimal Process Command,High,Not Started,,An attacker may pass data into LIDAR in order to change the flow of program execution within LIDAR to the attacker's choosing.,,Generated
900,LIDAR May be Subject to Elevation of Privilege Using Remote Code Execution,Elevation Of Privilege,Cargo Management System,Optimal Process Command,High,Not Started,,Cargo Management System may be able to remotely execute code for LIDAR.,,Generated
901,Elevation Using Impersonation,Elevation Of Privilege,Cargo Management System,Optimal Process Command,High,Not Started,,LIDAR may be able to impersonate the context of Cargo Management System in order to gain additional privilege.,,Generated
902,Data Flow Optimal Process Command Is Potentially Interrupted,Denial Of Service,Cargo Management System,Optimal Process Command,High,Not Started,,An external agent interrupts data flowing across a trust boundary in either direction.,,Generated
903,Potential Process Crash or Stop for LIDAR,Denial Of Service,Cargo Management System,Optimal Process Command,High,Not Started,,"LIDAR crashes, halts, stops or runs slowly; in all cases violating an availability metric.",,Generated
1078,Speed Log Sensor Process Memory Tampered,Tampering,Navigation Automation System,Heartbeat/ Speed data,High,Not Started,,"If Speed Log Sensor is given access to memory, such as shared memory or pointers, or is given the ability to control what Route Planning, Collision Avoidance and Situational Awareness Controller executes (for example, passing back a function pointer.), then Speed Log Sensor can tamper with Route Planning, Collision Avoidance and Situational Awareness Controller. Consider if the function could work with less access to memory, such as passing data rather than pointers. Copy in data provided, and then validate it.",,Generated
905,Data Flow Sniffing,Information Disclosure,Cargo Management System,Optimal Process Command,High,Not Started,,"Data flowing across Optimal Process Command may be sniffed by an attacker. Depending on what type of data an attacker can read, it may be used to attack other parts of the system or simply be a disclosure of information leading to compliance violations. Consider encrypting the data flow.",,Generated
906,Potential Data Repudiation by LIDAR,Repudiation,Cargo Management System,Optimal Process Command,High,Not Started,,"LIDAR claims that it did not receive data from a source outside the trust boundary. Consider using logging or auditing to record the source, time, and summary of the received data.",,Generated
1077,Automatic Navigation System Process Memory Tampered,Tampering,Navigation Automation System,Optimal Process Command,High,Not Started,,"If Automatic Navigation System is given access to memory, such as shared memory or pointers, or is given the ability to control what Route Planning, Collision Avoidance and Situational Awareness Controller executes (for example, passing back a function pointer.), then Automatic Navigation System can tamper with Route Planning, Collision Avoidance and Situational Awareness Controller. Consider if the function could work with less access to memory, such as passing data rather than pointers. Copy in data provided, and then validate it.",,Generated
908,Potential Data Repudiation by Water Ingress System,Repudiation,Cargo Management System,Heartbeat/ Cargo Storage Moisture Data,High,Not Started,,"Water Ingress System claims that it did not receive data from a source outside the trust boundary. Consider using logging or auditing to record the source, time, and summary of the received data.",,Generated
909,Potential Lack of Input Validation for Water Ingress System,Tampering,Cargo Management System,Heartbeat/ Cargo Storage Moisture Data,High,Not Started,,Data flowing across Heartbeat/ Cargo Storage Moisture Data may be tampered with by an attacker. This may lead to a denial of service attack against Water Ingress System or an elevation of privilege attack against Water Ingress System or an information disclosure by Water Ingress System. Failure to verify that input is as expected is a root cause of a very large number of exploitable issues. Consider all paths and the way they handle data. Verify that all input is verified for correctness using an approved list input validation approach.,,Generated
910,Spoofing the Water Ingress System Process,Spoofing,Cargo Management System,Heartbeat/ Cargo Storage Moisture Data,High,Not Started,,Water Ingress System may be spoofed by an attacker and this may lead to information disclosure by Moisture Sensor. Consider using a standard authentication mechanism to identify the destination process.,,Generated
911,Spoofing the Moisture Sensor Process,Spoofing,Cargo Management System,Heartbeat/ Cargo Storage Moisture Data,High,Not Started,,Moisture Sensor may be spoofed by an attacker and this may lead to unauthorized access to Water Ingress System. Consider using a standard authentication mechanism to identify the source process.,,Generated
912,Elevation by Changing the Execution Flow in Pressure Sensor,Elevation Of Privilege,Cargo Management System,Optimal Process Command,High,Not Started,,An attacker may pass data into Pressure Sensor in order to change the flow of program execution within Pressure Sensor to the attacker's choosing.,,Generated
913,Pressure Sensor May be Subject to Elevation of Privilege Using Remote Code Execution,Elevation Of Privilege,Cargo Management System,Optimal Process Command,High,Not Started,,Reefer Monitoring System may be able to remotely execute code for Pressure Sensor.,,Generated
914,Elevation Using Impersonation,Elevation Of Privilege,Cargo Management System,Optimal Process Command,High,Not Started,,Pressure Sensor may be able to impersonate the context of Reefer Monitoring System in order to gain additional privilege.,,Generated
915,Data Flow Optimal Process Command Is Potentially Interrupted,Denial Of Service,Cargo Management System,Optimal Process Command,High,Not Started,,An external agent interrupts data flowing across a trust boundary in either direction.,,Generated
916,Potential Process Crash or Stop for Pressure Sensor,Denial Of Service,Cargo Management System,Optimal Process Command,High,Not Started,,"Pressure Sensor crashes, halts, stops or runs slowly; in all cases violating an availability metric.",,Generated
1066,Tracker Process Memory Tampered,Tampering,Cargo Management System,Heartbeat/ Tracking Data,High,Not Started,,"If Tracker is given access to memory, such as shared memory or pointers, or is given the ability to control what Cargo Management System executes (for example, passing back a function pointer.), then Tracker can tamper with Cargo Management System. Consider if the function could work with less access to memory, such as passing data rather than pointers. Copy in data provided, and then validate it.",,Generated
918,Data Flow Sniffing,Information Disclosure,Cargo Management System,Optimal Process Command,High,Not Started,,"Data flowing across Optimal Process Command may be sniffed by an attacker. Depending on what type of data an attacker can read, it may be used to attack other parts of the system or simply be a disclosure of information leading to compliance violations. Consider encrypting the data flow.",,Generated
919,Potential Data Repudiation by Pressure Sensor,Repudiation,Cargo Management System,Optimal Process Command,High,Not Started,,"Pressure Sensor claims that it did not receive data from a source outside the trust boundary. Consider using logging or auditing to record the source, time, and summary of the received data.",,Generated
1061,Spoofing the Water Ingress System Process,Spoofing,Cargo Management System,Optimal Process Command,High,Not Started,,Water Ingress System may be spoofed by an attacker and this may lead to unauthorized access to Moisture Sensor. Consider using a standard authentication mechanism to identify the source process.,,Generated
921,Spoofing the Moisture Sensor Process,Spoofing,Cargo Management System,Optimal Process Command,High,Not Started,,Moisture Sensor may be spoofed by an attacker and this may lead to information disclosure by Water Ingress System. Consider using a standard authentication mechanism to identify the destination process.,,Generated
922,Cross Site Request Forgery,Elevation Of Privilege,Cargo Management System,Heartbeat/ Cargo Storage Moisture Data,High,Not Started,,"Cross-site request forgery (CSRF or XSRF) is a type of attack in which an attacker forces a user's browser to make a forged request to a vulnerable site by exploiting an existing trust relationship between the browser and the vulnerable web site.  In a simple scenario, a user is logged in to web site A using a cookie as a credential.  The other browses to web site B.  Web site B returns a page with a hidden form that posts to web site A.  Since the browser will carry the user's cookie to web site A, web site B now can take any action on web site A, for example, adding an admin to an account.  The attack can be used to exploit any requests that the browser automatically authenticates, e.g. by session cookie, integrated authentication, IP whitelisting etc.  The attack can be carried out in many ways such as by luring the victim to a site under control of the attacker, getting the user to click a link in a phishing email, or hacking a reputable web site that the victim will visit. The issue can only be resolved on the server side by requiring that all authenticated state-changing requests include an additional piece of secret payload (canary or CSRF token) which is known only to the legitimate web site and the browser and which is protected in transit through SSL/TLS. See the Forgery Protection property on the flow stencil for a list of mitigations.",,Generated
923,Elevation by Changing the Execution Flow in Water Ingress System,Elevation Of Privilege,Cargo Management System,Heartbeat/ Cargo Storage Moisture Data,High,Not Started,,An attacker may pass data into Water Ingress System in order to change the flow of program execution within Water Ingress System to the attacker's choosing.,,Generated
924,Water Ingress System Process Memory Tampered,Tampering,Cargo Management System,Optimal Process Command,High,Not Started,,"If Water Ingress System is given access to memory, such as shared memory or pointers, or is given the ability to control what Moisture Sensor executes (for example, passing back a function pointer.), then Water Ingress System can tamper with Moisture Sensor. Consider if the function could work with less access to memory, such as passing data rather than pointers. Copy in data provided, and then validate it.",,Generated
925,Potential Lack of Input Validation for Moisture Sensor,Tampering,Cargo Management System,Optimal Process Command,High,Not Started,,Data flowing across Optimal Process Command may be tampered with by an attacker. This may lead to a denial of service attack against Moisture Sensor or an elevation of privilege attack against Moisture Sensor or an information disclosure by Moisture Sensor. Failure to verify that input is as expected is a root cause of a very large number of exploitable issues. Consider all paths and the way they handle data. Verify that all input is verified for correctness using an approved list input validation approach.,,Generated
926,Potential Data Repudiation by Network Interface System,Repudiation,Cargo Management System,Input into cargo management system,High,Not Started,,"Network Interface System claims that it did not receive data from a source outside the trust boundary. Consider using logging or auditing to record the source, time, and summary of the received data.",,Generated
927,Potential Process Crash or Stop for Network Interface System,Denial Of Service,Cargo Management System,Input into cargo management system,High,Not Started,,"Network Interface System crashes, halts, stops or runs slowly; in all cases violating an availability metric.",,Generated
928,Data Flow Input into cargo management system Is Potentially Interrupted,Denial Of Service,Cargo Management System,Input into cargo management system,High,Not Started,,An external agent interrupts data flowing across a trust boundary in either direction.,,Generated
929,Elevation Using Impersonation,Elevation Of Privilege,Cargo Management System,Input into cargo management system,High,Not Started,,Network Interface System may be able to impersonate the context of Human Operator/ Other System in order to gain additional privilege.,,Generated
930,Network Interface System May be Subject to Elevation of Privilege Using Remote Code Execution,Elevation Of Privilege,Cargo Management System,Input into cargo management system,High,Not Started,,Human Operator/ Other System may be able to remotely execute code for Network Interface System.,,Generated
931,Elevation by Changing the Execution Flow in Network Interface System,Elevation Of Privilege,Cargo Management System,Input into cargo management system,High,Not Started,,An attacker may pass data into Network Interface System in order to change the flow of program execution within Network Interface System to the attacker's choosing.,,Generated
932,Spoofing of the Human Operator/ Other System External Destination Entity,Spoofing,Cargo Management System,Output from Cargo Management System,High,Not Started,,Human Operator/ Other System may be spoofed by an attacker and this may lead to data being sent to the attacker's target instead of Human Operator/ Other System. Consider using a standard authentication mechanism to identify the external entity.,,Generated
933,External Entity Human Operator/ Other System Potentially Denies Receiving Data,Repudiation,Cargo Management System,Output from Cargo Management System,High,Not Started,,"Human Operator/ Other System claims that it did not receive data from a process on the other side of the trust boundary. Consider using logging or auditing to record the source, time, and summary of the received data.",,Generated
934,Data Flow Output from Cargo Management System Is Potentially Interrupted,Denial Of Service,Cargo Management System,Output from Cargo Management System,High,Not Started,,An external agent interrupts data flowing across a trust boundary in either direction.,,Generated
1076,Weather Monitoring System Process Memory Tampered,Tampering,Navigation Automation System,Heartbeat/ Weather data,High,Not Started,,"If Weather Monitoring System is given access to memory, such as shared memory or pointers, or is given the ability to control what Route Planning, Collision Avoidance and Situational Awareness Controller executes (for example, passing back a function pointer.), then Weather Monitoring System can tamper with Route Planning, Collision Avoidance and Situational Awareness Controller. Consider if the function could work with less access to memory, such as passing data rather than pointers. Copy in data provided, and then validate it.",,Generated
936,Cargo Management System Process Memory Tampered,Tampering,Cargo Management System,Optimal Process Command,High,Not Started,,"If Cargo Management System is given access to memory, such as shared memory or pointers, or is given the ability to control what LIDAR executes (for example, passing back a function pointer.), then Cargo Management System can tamper with LIDAR. Consider if the function could work with less access to memory, such as passing data rather than pointers. Copy in data provided, and then validate it.",,Generated
937,Potential Lack of Input Validation for LIDAR,Tampering,Cargo Management System,Optimal Process Command,High,Not Started,,Data flowing across Optimal Process Command may be tampered with by an attacker. This may lead to a denial of service attack against LIDAR or an elevation of privilege attack against LIDAR or an information disclosure by LIDAR. Failure to verify that input is as expected is a root cause of a very large number of exploitable issues. Consider all paths and the way they handle data. Verify that all input is verified for correctness using an approved list input validation approach.,,Generated
938,Spoofing the LIDAR Process,Spoofing,Cargo Management System,Optimal Process Command,High,Not Started,,LIDAR may be spoofed by an attacker and this may lead to information disclosure by Cargo Management System. Consider using a standard authentication mechanism to identify the destination process.,,Generated
939,Elevation by Changing the Execution Flow in Video Camera,Elevation Of Privilege,Cargo Management System,Optimal Process Command,High,Not Started,,An attacker may pass data into Video Camera in order to change the flow of program execution within Video Camera to the attacker's choosing.,,Generated
940,Video Camera May be Subject to Elevation of Privilege Using Remote Code Execution,Elevation Of Privilege,Cargo Management System,Optimal Process Command,High,Not Started,,Water Ingress System may be able to remotely execute code for Video Camera.,,Generated
941,Elevation Using Impersonation,Elevation Of Privilege,Cargo Management System,Optimal Process Command,High,Not Started,,Video Camera may be able to impersonate the context of Water Ingress System in order to gain additional privilege.,,Generated
942,Data Flow Optimal Process Command Is Potentially Interrupted,Denial Of Service,Cargo Management System,Optimal Process Command,High,Not Started,,An external agent interrupts data flowing across a trust boundary in either direction.,,Generated
943,Potential Process Crash or Stop for Video Camera,Denial Of Service,Cargo Management System,Optimal Process Command,High,Not Started,,"Video Camera crashes, halts, stops or runs slowly; in all cases violating an availability metric.",,Generated
1071,Spoofing the Cargo Management System Process,Spoofing,Cargo Management System,Optimal Process Command,High,Not Started,,Cargo Management System may be spoofed by an attacker and this may lead to unauthorized access to LIDAR. Consider using a standard authentication mechanism to identify the source process.,,Generated
945,Data Flow Sniffing,Information Disclosure,Cargo Management System,Optimal Process Command,High,Not Started,,"Data flowing across Optimal Process Command may be sniffed by an attacker. Depending on what type of data an attacker can read, it may be used to attack other parts of the system or simply be a disclosure of information leading to compliance violations. Consider encrypting the data flow.",,Generated
946,Potential Data Repudiation by Video Camera,Repudiation,Cargo Management System,Optimal Process Command,High,Not Started,,"Video Camera claims that it did not receive data from a source outside the trust boundary. Consider using logging or auditing to record the source, time, and summary of the received data.",,Generated
1070,Spoofing the Cargo Management System Process,Spoofing,Cargo Management System,Optimal Process Command,High,Not Started,,Cargo Management System may be spoofed by an attacker and this may lead to unauthorized access to Tracker. Consider using a standard authentication mechanism to identify the source process.,,Generated
1069,Network Interface System Process Memory Tampered,Tampering,Cargo Management System,Action Command,High,Not Started,,"If Network Interface System is given access to memory, such as shared memory or pointers, or is given the ability to control what Cargo Management System executes (for example, passing back a function pointer.), then Network Interface System can tamper with Cargo Management System. Consider if the function could work with less access to memory, such as passing data rather than pointers. Copy in data provided, and then validate it.",,Generated
949,Water Ingress System Process Memory Tampered,Tampering,Cargo Management System,Optimal Process Command,High,Not Started,,"If Water Ingress System is given access to memory, such as shared memory or pointers, or is given the ability to control what Video Camera executes (for example, passing back a function pointer.), then Water Ingress System can tamper with Video Camera. Consider if the function could work with less access to memory, such as passing data rather than pointers. Copy in data provided, and then validate it.",,Generated
950,Potential Lack of Input Validation for Video Camera,Tampering,Cargo Management System,Optimal Process Command,High,Not Started,,Data flowing across Optimal Process Command may be tampered with by an attacker. This may lead to a denial of service attack against Video Camera or an elevation of privilege attack against Video Camera or an information disclosure by Video Camera. Failure to verify that input is as expected is a root cause of a very large number of exploitable issues. Consider all paths and the way they handle data. Verify that all input is verified for correctness using an approved list input validation approach.,,Generated
951,Spoofing the Video Camera Process,Spoofing,Cargo Management System,Optimal Process Command,High,Not Started,,Video Camera may be spoofed by an attacker and this may lead to information disclosure by Water Ingress System. Consider using a standard authentication mechanism to identify the destination process.,,Generated
952,Cross Site Request Forgery,Elevation Of Privilege,Cargo Management System,Heartbeat/ Video feed,High,Not Started,,"Cross-site request forgery (CSRF or XSRF) is a type of attack in which an attacker forces a user's browser to make a forged request to a vulnerable site by exploiting an existing trust relationship between the browser and the vulnerable web site.  In a simple scenario, a user is logged in to web site A using a cookie as a credential.  The other browses to web site B.  Web site B returns a page with a hidden form that posts to web site A.  Since the browser will carry the user's cookie to web site A, web site B now can take any action on web site A, for example, adding an admin to an account.  The attack can be used to exploit any requests that the browser automatically authenticates, e.g. by session cookie, integrated authentication, IP whitelisting etc.  The attack can be carried out in many ways such as by luring the victim to a site under control of the attacker, getting the user to click a link in a phishing email, or hacking a reputable web site that the victim will visit. The issue can only be resolved on the server side by requiring that all authenticated state-changing requests include an additional piece of secret payload (canary or CSRF token) which is known only to the legitimate web site and the browser and which is protected in transit through SSL/TLS. See the Forgery Protection property on the flow stencil for a list of mitigations.",,Generated
953,Elevation by Changing the Execution Flow in Water Ingress System,Elevation Of Privilege,Cargo Management System,Heartbeat/ Video feed,High,Not Started,,An attacker may pass data into Water Ingress System in order to change the flow of program execution within Water Ingress System to the attacker's choosing.,,Generated
954,Water Ingress System May be Subject to Elevation of Privilege Using Remote Code Execution,Elevation Of Privilege,Cargo Management System,Heartbeat/ Video feed,High,Not Started,,Video Camera may be able to remotely execute code for Water Ingress System.,,Generated
955,Elevation Using Impersonation,Elevation Of Privilege,Cargo Management System,Heartbeat/ Video feed,High,Not Started,,Water Ingress System may be able to impersonate the context of Video Camera in order to gain additional privilege.,,Generated
956,Data Flow Heartbeat/ Video feed Is Potentially Interrupted,Denial Of Service,Cargo Management System,Heartbeat/ Video feed,High,Not Started,,An external agent interrupts data flowing across a trust boundary in either direction.,,Generated
957,Potential Process Crash or Stop for Water Ingress System,Denial Of Service,Cargo Management System,Heartbeat/ Video feed,High,Not Started,,"Water Ingress System crashes, halts, stops or runs slowly; in all cases violating an availability metric.",,Generated
958,Data Flow Sniffing,Information Disclosure,Cargo Management System,Heartbeat/ Video feed,High,Not Started,,"Data flowing across Heartbeat/ Video feed may be sniffed by an attacker. Depending on what type of data an attacker can read, it may be used to attack other parts of the system or simply be a disclosure of information leading to compliance violations. Consider encrypting the data flow.",,Generated
959,Potential Data Repudiation by Water Ingress System,Repudiation,Cargo Management System,Heartbeat/ Video feed,High,Not Started,,"Water Ingress System claims that it did not receive data from a source outside the trust boundary. Consider using logging or auditing to record the source, time, and summary of the received data.",,Generated
960,Potential Lack of Input Validation for Water Ingress System,Tampering,Cargo Management System,Heartbeat/ Video feed,High,Not Started,,Data flowing across Heartbeat/ Video feed may be tampered with by an attacker. This may lead to a denial of service attack against Water Ingress System or an elevation of privilege attack against Water Ingress System or an information disclosure by Water Ingress System. Failure to verify that input is as expected is a root cause of a very large number of exploitable issues. Consider all paths and the way they handle data. Verify that all input is verified for correctness using an approved list input validation approach.,,Generated
961,Spoofing the Water Ingress System Process,Spoofing,Cargo Management System,Heartbeat/ Video feed,High,Not Started,,Water Ingress System may be spoofed by an attacker and this may lead to information disclosure by Video Camera. Consider using a standard authentication mechanism to identify the destination process.,,Generated
962,Spoofing the Video Camera Process,Spoofing,Cargo Management System,Heartbeat/ Video feed,High,Not Started,,Video Camera may be spoofed by an attacker and this may lead to unauthorized access to Water Ingress System. Consider using a standard authentication mechanism to identify the source process.,,Generated
963,Elevation by Changing the Execution Flow in Moisture Sensor,Elevation Of Privilege,Cargo Management System,Optimal Process Command,High,Not Started,,An attacker may pass data into Moisture Sensor in order to change the flow of program execution within Moisture Sensor to the attacker's choosing.,,Generated
964,Moisture Sensor May be Subject to Elevation of Privilege Using Remote Code Execution,Elevation Of Privilege,Cargo Management System,Optimal Process Command,High,Not Started,,Water Ingress System may be able to remotely execute code for Moisture Sensor.,,Generated
965,Elevation Using Impersonation,Elevation Of Privilege,Cargo Management System,Optimal Process Command,High,Not Started,,Moisture Sensor may be able to impersonate the context of Water Ingress System in order to gain additional privilege.,,Generated
966,Data Flow Optimal Process Command Is Potentially Interrupted,Denial Of Service,Cargo Management System,Optimal Process Command,High,Not Started,,An external agent interrupts data flowing across a trust boundary in either direction.,,Generated
967,Potential Process Crash or Stop for Moisture Sensor,Denial Of Service,Cargo Management System,Optimal Process Command,High,Not Started,,"Moisture Sensor crashes, halts, stops or runs slowly; in all cases violating an availability metric.",,Generated
1068,LIDAR Process Memory Tampered,Tampering,Cargo Management System,Heartbeat/ Light Spatial Data,High,Not Started,,"If LIDAR is given access to memory, such as shared memory or pointers, or is given the ability to control what Cargo Management System executes (for example, passing back a function pointer.), then LIDAR can tamper with Cargo Management System. Consider if the function could work with less access to memory, such as passing data rather than pointers. Copy in data provided, and then validate it.",,Generated
969,Data Flow Sniffing,Information Disclosure,Cargo Management System,Optimal Process Command,High,Not Started,,"Data flowing across Optimal Process Command may be sniffed by an attacker. Depending on what type of data an attacker can read, it may be used to attack other parts of the system or simply be a disclosure of information leading to compliance violations. Consider encrypting the data flow.",,Generated
970,Potential Data Repudiation by Moisture Sensor,Repudiation,Cargo Management System,Optimal Process Command,High,Not Started,,"Moisture Sensor claims that it did not receive data from a source outside the trust boundary. Consider using logging or auditing to record the source, time, and summary of the received data.",,Generated
1064,Spoofing the Reefer Monitoring System Process,Spoofing,Cargo Management System,Optimal Process Command,High,Not Started,,Reefer Monitoring System may be spoofed by an attacker and this may lead to unauthorized access to Temperature Sensor. Consider using a standard authentication mechanism to identify the source process.,,Generated
1063,Spoofing the Reefer Monitoring System Process,Spoofing,Cargo Management System,Optimal Process Command,High,Not Started,,Reefer Monitoring System may be spoofed by an attacker and this may lead to unauthorized access to Pressure Sensor. Consider using a standard authentication mechanism to identify the source process.,,Generated
973,Spoofing of Source Data Store Data Stroage and Analysis,Spoofing,Cargo Management System,Cargo Storage Historical Data,High,Not Started,,Data Stroage and Analysis may be spoofed by an attacker and this may lead to incorrect data delivered to Cargo Management System. Consider using a standard authentication mechanism to identify the source data store.,,Generated
974,Weak Access Control for a Resource,Information Disclosure,Cargo Management System,Cargo Storage Historical Data,High,Not Started,,Improper data protection of Data Stroage and Analysis can allow an attacker to read information not intended for disclosure. Review authorization settings.,,Generated
975,Water Ingress System May be Subject to Elevation of Privilege Using Remote Code Execution,Elevation Of Privilege,Cargo Management System,Heartbeat/ Cargo Storage Moisture Data,High,Not Started,,Moisture Sensor may be able to remotely execute code for Water Ingress System.,,Generated
976,Elevation Using Impersonation,Elevation Of Privilege,Cargo Management System,Heartbeat/ Cargo Storage Moisture Data,High,Not Started,,Water Ingress System may be able to impersonate the context of Moisture Sensor in order to gain additional privilege.,,Generated
977,Data Flow Heartbeat/ Cargo Storage Moisture Data Is Potentially Interrupted,Denial Of Service,Cargo Management System,Heartbeat/ Cargo Storage Moisture Data,High,Not Started,,An external agent interrupts data flowing across a trust boundary in either direction.,,Generated
978,Potential Process Crash or Stop for Water Ingress System,Denial Of Service,Cargo Management System,Heartbeat/ Cargo Storage Moisture Data,High,Not Started,,"Water Ingress System crashes, halts, stops or runs slowly; in all cases violating an availability metric.",,Generated
979,Data Flow Sniffing,Information Disclosure,Cargo Management System,Heartbeat/ Cargo Storage Moisture Data,High,Not Started,,"Data flowing across Heartbeat/ Cargo Storage Moisture Data may be sniffed by an attacker. Depending on what type of data an attacker can read, it may be used to attack other parts of the system or simply be a disclosure of information leading to compliance violations. Consider encrypting the data flow.",,Generated
980,Spoofing of Destination Data Store Data Stroage and Analysis,Spoofing,Cargo Management System,Cargo Storage Data,High,Not Started,,Data Stroage and Analysis may be spoofed by an attacker and this may lead to data being written to the attacker's target instead of Data Stroage and Analysis. Consider using a standard authentication mechanism to identify the destination data store.,,Generated
981,Potential SQL Injection Vulnerability for Data Stroage and Analysis,Tampering,Cargo Management System,Cargo Storage Data,High,Not Started,,SQL injection is an attack in which malicious code is inserted into strings that are later passed to an instance of SQL Server for parsing and execution. Any procedure that constructs SQL statements should be reviewed for injection vulnerabilities because SQL Server will execute all syntactically valid queries that it receives. Even parameterized data can be manipulated by a skilled and determined attacker.,,Generated
982,Potential Excessive Resource Consumption for Cargo Management System or Data Stroage and Analysis,Denial Of Service,Cargo Management System,Cargo Storage Data,High,Not Started,,"Does Cargo Management System or Data Stroage and Analysis take explicit steps to control resource consumption? Resource consumption attacks can be hard to deal with, and there are times that it makes sense to let the OS do the job. Be careful that your resource requests don't deadlock, and that they do timeout.",,Generated
983,Spoofing the Reefer Monitoring System Process,Spoofing,Cargo Management System,Heartbeat/ Reefer Pressure Data,High,Not Started,,Reefer Monitoring System may be spoofed by an attacker and this may lead to information disclosure by Pressure Sensor. Consider using a standard authentication mechanism to identify the destination process.,,Generated
984,Spoofing the Pressure Sensor Process,Spoofing,Cargo Management System,Heartbeat/ Reefer Pressure Data,High,Not Started,,Pressure Sensor may be spoofed by an attacker and this may lead to unauthorized access to Reefer Monitoring System. Consider using a standard authentication mechanism to identify the source process.,,Generated
985,Cross Site Request Forgery,Elevation Of Privilege,Cargo Management System,Heartbeat/ Reefer Temperature Data,High,Not Started,,"Cross-site request forgery (CSRF or XSRF) is a type of attack in which an attacker forces a user's browser to make a forged request to a vulnerable site by exploiting an existing trust relationship between the browser and the vulnerable web site.  In a simple scenario, a user is logged in to web site A using a cookie as a credential.  The other browses to web site B.  Web site B returns a page with a hidden form that posts to web site A.  Since the browser will carry the user's cookie to web site A, web site B now can take any action on web site A, for example, adding an admin to an account.  The attack can be used to exploit any requests that the browser automatically authenticates, e.g. by session cookie, integrated authentication, IP whitelisting etc.  The attack can be carried out in many ways such as by luring the victim to a site under control of the attacker, getting the user to click a link in a phishing email, or hacking a reputable web site that the victim will visit. The issue can only be resolved on the server side by requiring that all authenticated state-changing requests include an additional piece of secret payload (canary or CSRF token) which is known only to the legitimate web site and the browser and which is protected in transit through SSL/TLS. See the Forgery Protection property on the flow stencil for a list of mitigations.",,Generated
986,Elevation by Changing the Execution Flow in Reefer Monitoring System,Elevation Of Privilege,Cargo Management System,Heartbeat/ Reefer Temperature Data,High,Not Started,,An attacker may pass data into Reefer Monitoring System in order to change the flow of program execution within Reefer Monitoring System to the attacker's choosing.,,Generated
987,Reefer Monitoring System May be Subject to Elevation of Privilege Using Remote Code Execution,Elevation Of Privilege,Cargo Management System,Heartbeat/ Reefer Temperature Data,High,Not Started,,Temperature Sensor may be able to remotely execute code for Reefer Monitoring System.,,Generated
988,Elevation Using Impersonation,Elevation Of Privilege,Cargo Management System,Heartbeat/ Reefer Temperature Data,High,Not Started,,Reefer Monitoring System may be able to impersonate the context of Temperature Sensor in order to gain additional privilege.,,Generated
